workerid,actor_coords,trial_num,sentence_0,sentence_1,pear_coords,layout,target_0,target_1
18,"""[9.5 0.5]""",4,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[0.5 0.5]""","""[5 7]_[2 0]""",1,0.39
18,"""[0.5 0.5]""",5,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[0.5 9.5]""","""[5 9]_[1 0]""",0.82,0.53
18,"""[0.5 9.5]""",6,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[9.5 9.5]""","""[5 7]_[1 0]""",0.77,0.63
18,"""[0.5 0.5]""",7,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[0.5 9.5]""","""[9 9]_[3 0]""",1,0
18,"""[9.5 9.5]""",8,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[9.5 0.5]""","""[9 9]_[1 0]""",0.72,0.69
18,"""[9.5 9.5]""",9,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[9.5 0.5]""","""[5 7]_[3 0]""",1,0
18,"""[0.5 9.5]""",10,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[9.5 9.5]""","""[9 7]_[1 0]""",0.69,0.6
18,"""[0.5 0.5]""",11,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[0.5 9.5]""","""[7 5]_[3 0]""",1,0
18,"""[0.5 9.5]""",12,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[9.5 9.5]""","""[5 9]_[2 0]""",0.67,0.41
18,"""[0.5 9.5]""",13,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[9.5 9.5]""","""[5 9]_[3 0]""",1,0
18,"""[9.5 9.5]""",14,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[9.5 0.5]""","""[9 9]_[2 0]""",1,0.46
18,"""[9.5 0.5]""",15,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[0.5 0.5]""","""[7 7]_[1 0]""",0.78,0.7
18,"""[9.5 0.5]""",16,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[0.5 0.5]""","""[7 9]_[3 0]""",1,0
18,"""[0.5 0.5]""",17,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[0.5 9.5]""","""[7 5]_[1 0]""",0.69,0.61
18,"""[9.5 0.5]""",18,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[0.5 0.5]""","""[9 7]_[2 0]""",1,0.38
18,"""[0.5 0.5]""",19,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[0.5 9.5]""","""[7 9]_[2 0]""",1,0.39
18,"""[0.5 0.5]""",20,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[0.5 9.5]""","""[7 7]_[2 0]""",1,0.35
18,"""[0.5 0.5]""",21,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[0.5 9.5]""","""[7 5]_[2 0]""",1,0.41
18,"""[0.5 9.5]""",22,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[9.5 9.5]""","""[7 9]_[1 0]""",1,0.7
18,"""[9.5 0.5]""",23,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[0.5 0.5]""","""[5 5]_[3 0]""",1,0
18,"""[9.5 9.5]""",24,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[9.5 0.5]""","""[9 5]_[2 0]""",1,0.47
18,"""[9.5 9.5]""",25,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[9.5 0.5]""","""[7 7]_[3 0]""",1,0
18,"""[0.5 0.5]""",26,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[0.5 9.5]""","""[9 5]_[1 0]""",0.9,0.58
18,"""[9.5 9.5]""",27,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[9.5 0.5]""","""[9 5]_[3 0]""",1,0
19,"""[9.5 0.5]""",1,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[0.5 0.5]""","""[5 7]_[1 0]""",0.62,0.63
19,"""[9.5 9.5]""",2,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[9.5 0.5]""","""[9 7]_[2 0]""",0.9,0.38
19,"""[9.5 9.5]""",3,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[9.5 0.5]""","""[7 5]_[1 0]""",0.66,0.57
19,"""[0.5 0.5]""",4,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[0.5 9.5]""","""[5 5]_[2 0]""",0.79,0.46
19,"""[9.5 0.5]""",5,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[0.5 0.5]""","""[9 5]_[2 0]""",0.76,0.36
19,"""[0.5 9.5]""",6,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[9.5 9.5]""","""[5 5]_[3 0]""",1,0.07
19,"""[0.5 9.5]""",7,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[9.5 9.5]""","""[7 5]_[2 0]""",0.74,0.38
19,"""[0.5 9.5]""",8,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[9.5 9.5]""","""[9 5]_[1 0]""",0.64,0.57
19,"""[0.5 9.5]""",9,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[9.5 9.5]""","""[9 9]_[2 0]""",0.72,0.5
19,"""[0.5 9.5]""",10,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[9.5 9.5]""","""[9 5]_[3 0]""",1,0.21
19,"""[9.5 9.5]""",11,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[9.5 0.5]""","""[5 7]_[2 0]""",0.78,0.48
19,"""[0.5 9.5]""",12,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[9.5 9.5]""","""[7 9]_[1 0]""",0.64,0.59
19,"""[0.5 0.5]""",13,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[0.5 9.5]""","""[5 9]_[2 0]""",0.73,0.5
19,"""[0.5 0.5]""",14,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[0.5 9.5]""","""[5 5]_[1 0]""",0.61,0.58
19,"""[9.5 9.5]""",15,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[9.5 0.5]""","""[5 9]_[1 0]""",0.58,0.64
19,"""[9.5 0.5]""",16,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[0.5 0.5]""","""[7 9]_[2 0]""",0.75,0.49
19,"""[9.5 0.5]""",17,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[0.5 0.5]""","""[7 9]_[3 0]""",1,0.19
19,"""[0.5 9.5]""",18,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[9.5 9.5]""","""[7 7]_[1 0]""",0.73,0.65
19,"""[9.5 0.5]""",19,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[0.5 0.5]""","""[7 7]_[2 0]""",0.77,0.49
19,"""[9.5 0.5]""",20,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[0.5 0.5]""","""[9 9]_[3 0]""",0.97,0.34
19,"""[9.5 9.5]""",21,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[9.5 0.5]""","""[7 7]_[3 0]""",0.99,0.48
19,"""[9.5 0.5]""",22,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[0.5 0.5]""","""[9 7]_[1 0]""",0.61,0.63
19,"""[0.5 9.5]""",23,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[9.5 9.5]""","""[5 9]_[3 0]""",0.97,0.27
19,"""[0.5 0.5]""",24,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[0.5 9.5]""","""[5 7]_[3 0]""",0.99,0.35
19,"""[9.5 9.5]""",25,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[9.5 0.5]""","""[9 7]_[3 0]""",0.98,0.28
19,"""[9.5 0.5]""",26,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[0.5 0.5]""","""[9 9]_[1 0]""",0.67,0.59
19,"""[9.5 0.5]""",27,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[0.5 0.5]""","""[7 5]_[3 0]""",0.98,0.46
20,"""[9.5 9.5]""",1,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[9.5 0.5]""","""[9 5]_[3 0]""",0.81,0.15
20,"""[0.5 0.5]""",2,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[0.5 9.5]""","""[5 9]_[1 0]""",0.7,0.9
20,"""[0.5 9.5]""",3,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[9.5 9.5]""","""[9 5]_[1 0]""",0.54,0.87
20,"""[9.5 0.5]""",4,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[0.5 0.5]""","""[5 9]_[3 0]""",0.79,0.14
20,"""[9.5 9.5]""",5,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[9.5 0.5]""","""[9 7]_[2 0]""",0.62,0.55
20,"""[0.5 0.5]""",6,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[0.5 9.5]""","""[7 9]_[2 0]""",0.67,0.53
20,"""[0.5 9.5]""",7,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[9.5 9.5]""","""[9 7]_[3 0]""",0.61,0.06
20,"""[9.5 0.5]""",8,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[0.5 0.5]""","""[7 7]_[1 0]""",0.48,0.9
20,"""[9.5 9.5]""",9,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[9.5 0.5]""","""[7 5]_[3 0]""",0.52,0.11
20,"""[9.5 9.5]""",10,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[9.5 0.5]""","""[5 9]_[2 0]""",0.55,0.44
20,"""[9.5 9.5]""",11,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[9.5 0.5]""","""[5 5]_[1 0]""",0.63,0.04
20,"""[0.5 9.5]""",12,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[9.5 9.5]""","""[7 9]_[3 0]""",0.32,0.78
20,"""[0.5 9.5]""",13,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[9.5 9.5]""","""[7 5]_[2 0]""",0.58,0.48
20,"""[9.5 0.5]""",14,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[0.5 0.5]""","""[5 7]_[2 0]""",0.67,0.46
20,"""[9.5 0.5]""",15,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[0.5 0.5]""","""[5 5]_[3 0]""",0.57,0.06
20,"""[0.5 0.5]""",16,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[0.5 9.5]""","""[7 7]_[2 0]""",0.59,0.48
20,"""[0.5 0.5]""",17,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[0.5 9.5]""","""[9 9]_[1 0]""",0.63,0.85
20,"""[9.5 9.5]""",18,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[9.5 0.5]""","""[9 5]_[2 0]""",0.64,0.49
20,"""[0.5 9.5]""",19,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[9.5 9.5]""","""[9 9]_[3 0]""",0.63,0.09
20,"""[0.5 0.5]""",20,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[0.5 9.5]""","""[7 7]_[3 0]""",0.62,0.1
20,"""[9.5 9.5]""",21,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[9.5 0.5]""","""[7 9]_[1 0]""",0.61,0.83
20,"""[9.5 9.5]""",22,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[9.5 0.5]""","""[5 7]_[3 0]""",0.79,0.09
20,"""[9.5 9.5]""",23,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[9.5 0.5]""","""[7 5]_[1 0]""",0.5,0.84
20,"""[0.5 0.5]""",24,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[0.5 9.5]""","""[9 9]_[2 0]""",0.59,0.53
20,"""[9.5 9.5]""",25,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[9.5 0.5]""","""[5 5]_[2 0]""",0.56,0.5
20,"""[9.5 9.5]""",26,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[9.5 0.5]""","""[5 7]_[1 0]""",0.59,0.88
20,"""[9.5 0.5]""",27,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[0.5 0.5]""","""[9 7]_[1 0]""",0.58,0.87
21,"""[0.5 0.5]""",1,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[0.5 9.5]""","""[5 9]_[1 0]""",0.18,0.66
21,"""[9.5 0.5]""",2,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[0.5 0.5]""","""[9 7]_[3 0]""",0.54,0.37
21,"""[9.5 0.5]""",3,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[0.5 0.5]""","""[5 7]_[1 0]""",0.22,0.75
21,"""[9.5 9.5]""",4,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[9.5 0.5]""","""[7 7]_[1 0]""",0.57,0.52
21,"""[0.5 0.5]""",5,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[0.5 9.5]""","""[5 7]_[2 0]""",0.84,0.27
21,"""[0.5 0.5]""",6,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[0.5 9.5]""","""[9 5]_[1 0]""",0.5,0.49
21,"""[9.5 0.5]""",7,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[0.5 0.5]""","""[5 5]_[2 0]""",0.87,0.09
21,"""[0.5 9.5]""",8,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[9.5 9.5]""","""[9 9]_[1 0]""",0.51,0.51
21,"""[9.5 9.5]""",9,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[9.5 0.5]""","""[7 9]_[3 0]""",1,0.02
21,"""[9.5 0.5]""",10,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[0.5 0.5]""","""[7 5]_[3 0]""",0.99,0.03
21,"""[9.5 0.5]""",11,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[0.5 0.5]""","""[9 5]_[2 0]""",0.66,0.35
21,"""[0.5 0.5]""",12,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[0.5 9.5]""","""[9 9]_[3 0]""",0.93,0.11
21,"""[9.5 9.5]""",13,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[9.5 0.5]""","""[7 7]_[3 0]""",0.95,0.04
21,"""[0.5 0.5]""",14,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[0.5 9.5]""","""[9 5]_[3 0]""",0.91,0.15
21,"""[9.5 0.5]""",15,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[0.5 0.5]""","""[9 7]_[2 0]""",0.55,0.37
21,"""[9.5 9.5]""",16,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[9.5 0.5]""","""[7 5]_[2 0]""",0.53,0.37
21,"""[9.5 9.5]""",17,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[9.5 0.5]""","""[7 9]_[1 0]""",0.39,0.51
21,"""[0.5 0.5]""",18,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[0.5 9.5]""","""[7 9]_[2 0]""",0.48,0.51
21,"""[0.5 0.5]""",19,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[0.5 9.5]""","""[7 5]_[1 0]""",0.51,0.5
21,"""[0.5 9.5]""",20,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[9.5 9.5]""","""[9 9]_[2 0]""",0.68,0.37
21,"""[0.5 9.5]""",21,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[9.5 9.5]""","""[5 7]_[3 0]""",1,0.05
21,"""[0.5 9.5]""",22,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[9.5 9.5]""","""[9 7]_[1 0]""",0.35,0.48
21,"""[0.5 0.5]""",23,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[0.5 9.5]""","""[7 7]_[2 0]""",0.66,0.39
21,"""[9.5 9.5]""",24,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[9.5 0.5]""","""[5 5]_[1 0]""",0.3,0.53
21,"""[0.5 9.5]""",25,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[9.5 9.5]""","""[5 9]_[3 0]""",0.92,0.09
21,"""[0.5 0.5]""",26,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[0.5 9.5]""","""[5 9]_[2 0]""",0.69,0.5
21,"""[9.5 9.5]""",27,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[9.5 0.5]""","""[5 5]_[3 0]""",1,0
22,"""[9.5 9.5]""",1,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[9.5 0.5]""","""[7 9]_[1 0]""",0.3,0.31
22,"""[0.5 9.5]""",2,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[9.5 9.5]""","""[9 7]_[3 0]""",0.21,0.5
22,"""[9.5 0.5]""",3,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[0.5 0.5]""","""[9 5]_[3 0]""",0.51,0.34
22,"""[9.5 0.5]""",4,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[0.5 0.5]""","""[7 9]_[3 0]""",0.38,0.46
22,"""[9.5 9.5]""",5,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[9.5 0.5]""","""[5 7]_[2 0]""",0.53,0.35
22,"""[9.5 9.5]""",6,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[9.5 0.5]""","""[7 5]_[3 0]""",0.45,0.46
22,"""[0.5 9.5]""",7,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[9.5 9.5]""","""[5 7]_[1 0]""",0.37,0.63
22,"""[0.5 0.5]""",8,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[0.5 9.5]""","""[5 9]_[2 0]""",0.54,0.4
22,"""[9.5 9.5]""",9,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[9.5 0.5]""","""[9 5]_[1 0]""",0.19,0.14
22,"""[0.5 9.5]""",10,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[9.5 9.5]""","""[9 9]_[3 0]""",0.4,0.15
22,"""[9.5 9.5]""",11,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[9.5 0.5]""","""[7 7]_[1 0]""",0.25,0.42
22,"""[9.5 9.5]""",12,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[9.5 0.5]""","""[5 5]_[1 0]""",0.2,0.56
22,"""[0.5 9.5]""",13,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[9.5 9.5]""","""[7 7]_[3 0]""",0.44,0.34
22,"""[0.5 0.5]""",14,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[0.5 9.5]""","""[5 9]_[1 0]""",0.17,0.37
22,"""[9.5 0.5]""",15,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[0.5 0.5]""","""[5 9]_[3 0]""",0.72,0.48
22,"""[9.5 9.5]""",16,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[9.5 0.5]""","""[9 7]_[2 0]""",0.52,0.42
22,"""[0.5 9.5]""",17,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[9.5 9.5]""","""[7 9]_[2 0]""",0.22,0.43
22,"""[9.5 0.5]""",18,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[0.5 0.5]""","""[5 7]_[3 0]""",0.22,0.44
22,"""[9.5 9.5]""",19,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[9.5 0.5]""","""[9 9]_[2 0]""",0.4,0.12
22,"""[9.5 9.5]""",20,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[9.5 0.5]""","""[9 7]_[1 0]""",0.76,0.11
22,"""[9.5 9.5]""",21,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[9.5 0.5]""","""[9 9]_[1 0]""",0.42,0.5
22,"""[0.5 0.5]""",22,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[0.5 9.5]""","""[7 5]_[1 0]""",0.38,0.54
22,"""[0.5 9.5]""",23,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[9.5 9.5]""","""[7 7]_[2 0]""",0.36,0.2
22,"""[9.5 9.5]""",24,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[9.5 0.5]""","""[9 5]_[2 0]""",0.18,0.19
22,"""[0.5 9.5]""",25,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[9.5 9.5]""","""[7 5]_[2 0]""",0.6,0.4
22,"""[0.5 9.5]""",26,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[9.5 9.5]""","""[5 5]_[3 0]""",0.24,0.52
22,"""[0.5 9.5]""",27,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[9.5 9.5]""","""[5 5]_[2 0]""",0.43,0.33
23,"""[0.5 0.5]""",1,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[0.5 9.5]""","""[5 7]_[2 0]""",0.71,0.89
23,"""[0.5 0.5]""",2,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[0.5 9.5]""","""[5 7]_[3 0]""",0.99,0.28
23,"""[9.5 0.5]""",3,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[0.5 0.5]""","""[9 5]_[3 0]""",0.99,0.02
23,"""[9.5 0.5]""",4,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[0.5 0.5]""","""[9 7]_[2 0]""",0.67,0.36
23,"""[9.5 9.5]""",5,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[9.5 0.5]""","""[7 9]_[1 0]""",0.51,0.8
23,"""[9.5 9.5]""",6,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[9.5 0.5]""","""[5 5]_[1 0]""",0.22,0.78
23,"""[0.5 9.5]""",7,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[9.5 9.5]""","""[7 7]_[2 0]""",0.45,0.68
23,"""[9.5 9.5]""",8,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[9.5 0.5]""","""[5 7]_[1 0]""",0.44,0.98
23,"""[0.5 9.5]""",9,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[9.5 9.5]""","""[9 7]_[1 0]""",0.37,0.68
23,"""[9.5 0.5]""",10,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[0.5 0.5]""","""[7 9]_[3 0]""",0.95,0.96
23,"""[9.5 0.5]""",11,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[0.5 0.5]""","""[7 5]_[1 0]""",0.51,0.75
23,"""[9.5 0.5]""",12,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[0.5 0.5]""","""[9 5]_[1 0]""",0.26,0.93
23,"""[9.5 0.5]""",13,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[0.5 0.5]""","""[7 5]_[2 0]""",0.28,0.74
23,"""[0.5 9.5]""",14,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[9.5 9.5]""","""[9 9]_[3 0]""",0.97,0.01
23,"""[9.5 0.5]""",15,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[0.5 0.5]""","""[9 7]_[3 0]""",0.98,0.02
23,"""[9.5 0.5]""",16,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[0.5 0.5]""","""[7 5]_[3 0]""",0.99,0.02
23,"""[9.5 0.5]""",17,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[0.5 0.5]""","""[5 5]_[2 0]""",0.52,0.04
23,"""[9.5 9.5]""",18,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[9.5 0.5]""","""[7 9]_[2 0]""",0.56,0.36
