HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Answer.surveycode,Approve,Reject
3HXCEECSQM3PWFG4UGLQWXW7U3OZYP,3MCFX9UVS0URJRDU8ZV1L2829T3867,Look at a series of images and answer some multiple-choice questions (please only do this HIT once!),Read a short story and answer several multiple-choice questions (HIT takes around 3 minutes),"psychology, cognitive, science, research, yale, university, fun, thinking",$0.45 ,Tue Sep 17 04:37:05 PDT 2019,10,BatchId:3769914;OriginalHitTemplateId:920937340;,7200,259200,Tue Sep 24 04:37:05 PDT 2019,,,36DSNE9QZ68PP65SW9E7VW515PPJOY,X,Approved,Tue Sep 17 04:37:09 PDT 2019,Tue Sep 17 04:40:05 PDT 2019,Fri Sep 20 04:40:05 PDT 2019,Fri Sep 20 04:40:17 PDT 2019,,,176,100% (2/2),100% (1/1),100% (1/1),G3w1dJUMz,,
3HXCEECSQM3PWFG4UGLQWXW7U3OZYP,3MCFX9UVS0URJRDU8ZV1L2829T3867,Look at a series of images and answer some multiple-choice questions (please only do this HIT once!),Read a short story and answer several multiple-choice questions (HIT takes around 3 minutes),"psychology, cognitive, science, research, yale, university, fun, thinking",$0.45 ,Tue Sep 17 04:37:05 PDT 2019,10,BatchId:3769914;OriginalHitTemplateId:920937340;,7200,259200,Tue Sep 24 04:37:05 PDT 2019,,,38F71OA9GU6LK1YK0389OUO4HITMFJ,X,Approved,Tue Sep 17 04:37:14 PDT 2019,Tue Sep 17 04:43:18 PDT 2019,Fri Sep 20 04:43:18 PDT 2019,Fri Sep 20 04:44:17 PDT 2019,,,364,100% (1/1),100% (1/1),100% (1/1),G3qZ8l2gD,,
3HXCEECSQM3PWFG4UGLQWXW7U3OZYP,3MCFX9UVS0URJRDU8ZV1L2829T3867,Look at a series of images and answer some multiple-choice questions (please only do this HIT once!),Read a short story and answer several multiple-choice questions (HIT takes around 3 minutes),"psychology, cognitive, science, research, yale, university, fun, thinking",$0.45 ,Tue Sep 17 04:37:05 PDT 2019,10,BatchId:3769914;OriginalHitTemplateId:920937340;,7200,259200,Tue Sep 24 04:37:05 PDT 2019,,,3OJSZ2ATDT6AX1Y8QLTBJ001XZK578,X,Approved,Tue Sep 17 04:37:09 PDT 2019,Tue Sep 17 05:04:44 PDT 2019,Fri Sep 20 05:04:44 PDT 2019,Fri Sep 20 05:05:17 PDT 2019,,,1655,100% (1/1),100% (1/1),100% (1/1),G3pEO8tqx,,
3HXCEECSQM3PWFG4UGLQWXW7U3OZYP,3MCFX9UVS0URJRDU8ZV1L2829T3867,Look at a series of images and answer some multiple-choice questions (please only do this HIT once!),Read a short story and answer several multiple-choice questions (HIT takes around 3 minutes),"psychology, cognitive, science, research, yale, university, fun, thinking",$0.45 ,Tue Sep 17 04:37:05 PDT 2019,10,BatchId:3769914;OriginalHitTemplateId:920937340;,7200,259200,Tue Sep 24 04:37:05 PDT 2019,,,3PS7W85Z80CGWMXR6E9T0CXL8SU9TF,X,Approved,Tue Sep 17 04:37:09 PDT 2019,Tue Sep 17 04:39:20 PDT 2019,Fri Sep 20 04:39:20 PDT 2019,Fri Sep 20 04:40:17 PDT 2019,,,131,100% (1/1),100% (1/1),100% (1/1),G3fboo02e,,
3HXCEECSQM3PWFG4UGLQWXW7U3OZYP,3MCFX9UVS0URJRDU8ZV1L2829T3867,Look at a series of images and answer some multiple-choice questions (please only do this HIT once!),Read a short story and answer several multiple-choice questions (HIT takes around 3 minutes),"psychology, cognitive, science, research, yale, university, fun, thinking",$0.45 ,Tue Sep 17 04:37:05 PDT 2019,10,BatchId:3769914;OriginalHitTemplateId:920937340;,7200,259200,Tue Sep 24 04:37:05 PDT 2019,,,3TXWC2NHN00FHMKCHE43Q71Z69G9SQ,X,Approved,Tue Sep 17 04:37:08 PDT 2019,Tue Sep 17 04:52:00 PDT 2019,Fri Sep 20 04:52:00 PDT 2019,Fri Sep 20 04:52:17 PDT 2019,,,892,100% (1/1),100% (1/1),100% (1/1),G3sPvYlxw,,
3HXCEECSQM3PWFG4UGLQWXW7U3OZYP,3MCFX9UVS0URJRDU8ZV1L2829T3867,Look at a series of images and answer some multiple-choice questions (please only do this HIT once!),Read a short story and answer several multiple-choice questions (HIT takes around 3 minutes),"psychology, cognitive, science, research, yale, university, fun, thinking",$0.45 ,Tue Sep 17 04:37:05 PDT 2019,10,BatchId:3769914;OriginalHitTemplateId:920937340;,7200,259200,Tue Sep 24 04:37:05 PDT 2019,,,3WEV0KO0ON2RKCXTTU95C3KPXV9DSR,X,Approved,Tue Sep 17 06:37:56 PDT 2019,Tue Sep 17 07:10:38 PDT 2019,Fri Sep 20 07:10:38 PDT 2019,Fri Sep 20 07:11:17 PDT 2019,,,1962,100% (1/1),100% (1/1),100% (1/1),G3tr0LFpb,,
3SZYX62S5GA8AH0E0JOAUG5FP5875Q,3MCFX9UVS0URJRDU8ZV1L2829T3867,Look at a series of images and answer some multiple-choice questions (please only do this HIT once!),Read a short story and answer several multiple-choice questions (HIT takes around 3 minutes),"psychology, cognitive, science, research, yale, university, fun, thinking",$0.45 ,Tue Sep 17 04:37:16 PDT 2019,10,BatchId:3769915;OriginalHitTemplateId:920937340;,7200,259200,Tue Sep 24 04:37:16 PDT 2019,,,3300DTYQT3RKZ2WGXLVKNLN9FIBEQG,X,Approved,Tue Sep 17 04:37:21 PDT 2019,Tue Sep 17 04:40:10 PDT 2019,Fri Sep 20 04:40:10 PDT 2019,Fri Sep 20 04:40:17 PDT 2019,,,169,100% (1/1),100% (1/1),100% (1/1),G3dQ6tF3G,,
3SZYX62S5GA8AH0E0JOAUG5FP5875Q,3MCFX9UVS0URJRDU8ZV1L2829T3867,Look at a series of images and answer some multiple-choice questions (please only do this HIT once!),Read a short story and answer several multiple-choice questions (HIT takes around 3 minutes),"psychology, cognitive, science, research, yale, university, fun, thinking",$0.45 ,Tue Sep 17 04:37:16 PDT 2019,10,BatchId:3769915;OriginalHitTemplateId:920937340;,7200,259200,Tue Sep 24 04:37:16 PDT 2019,,,33TIN5LC05KCD8WLGKWS8TP0NUC9Y4,X,Approved,Tue Sep 17 04:37:21 PDT 2019,Tue Sep 17 04:43:49 PDT 2019,Fri Sep 20 04:43:49 PDT 2019,Fri Sep 20 04:44:17 PDT 2019,,,388,100% (1/1),100% (1/1),100% (1/1),G3xd6ynMZ,,
3SZYX62S5GA8AH0E0JOAUG5FP5875Q,3MCFX9UVS0URJRDU8ZV1L2829T3867,Look at a series of images and answer some multiple-choice questions (please only do this HIT once!),Read a short story and answer several multiple-choice questions (HIT takes around 3 minutes),"psychology, cognitive, science, research, yale, university, fun, thinking",$0.45 ,Tue Sep 17 04:37:16 PDT 2019,10,BatchId:3769915;OriginalHitTemplateId:920937340;,7200,259200,Tue Sep 24 04:37:16 PDT 2019,,,3H0W84IWBLCKB3BGA0KKSBXEB4DERH,X,Approved,Tue Sep 17 06:37:45 PDT 2019,Tue Sep 17 07:58:46 PDT 2019,Fri Sep 20 07:58:46 PDT 2019,Fri Sep 20 07:59:17 PDT 2019,,,4861,100% (1/1),100% (1/1),100% (1/1),G3MTCJJIt,,
3SZYX62S5GA8AH0E0JOAUG5FP5875Q,3MCFX9UVS0URJRDU8ZV1L2829T3867,Look at a series of images and answer some multiple-choice questions (please only do this HIT once!),Read a short story and answer several multiple-choice questions (HIT takes around 3 minutes),"psychology, cognitive, science, research, yale, university, fun, thinking",$0.45 ,Tue Sep 17 04:37:16 PDT 2019,10,BatchId:3769915;OriginalHitTemplateId:920937340;,7200,259200,Tue Sep 24 04:37:16 PDT 2019,,,3IX2EGZR7CTSMJX8O1VBPRA6GC9JR7,X,Approved,Tue Sep 17 04:37:20 PDT 2019,Tue Sep 17 04:45:20 PDT 2019,Fri Sep 20 04:45:20 PDT 2019,Fri Sep 20 04:46:17 PDT 2019,,,480,100% (3/3),100% (1/1),100% (1/1),G3TE9d7y6,,
3SZYX62S5GA8AH0E0JOAUG5FP5875Q,3MCFX9UVS0URJRDU8ZV1L2829T3867,Look at a series of images and answer some multiple-choice questions (please only do this HIT once!),Read a short story and answer several multiple-choice questions (HIT takes around 3 minutes),"psychology, cognitive, science, research, yale, university, fun, thinking",$0.45 ,Tue Sep 17 04:37:16 PDT 2019,10,BatchId:3769915;OriginalHitTemplateId:920937340;,7200,259200,Tue Sep 24 04:37:16 PDT 2019,,,3JC6VJ2SACTSG3W6XO5VTR2RY7Q5AZ,X,Approved,Tue Sep 17 04:37:20 PDT 2019,Tue Sep 17 04:54:33 PDT 2019,Fri Sep 20 04:54:33 PDT 2019,Fri Sep 20 04:55:17 PDT 2019,,,1033,100% (2/2),100% (1/1),100% (1/1),G3E8V1ipS,,
3SZYX62S5GA8AH0E0JOAUG5FP5875Q,3MCFX9UVS0URJRDU8ZV1L2829T3867,Look at a series of images and answer some multiple-choice questions (please only do this HIT once!),Read a short story and answer several multiple-choice questions (HIT takes around 3 minutes),"psychology, cognitive, science, research, yale, university, fun, thinking",$0.45 ,Tue Sep 17 04:37:16 PDT 2019,10,BatchId:3769915;OriginalHitTemplateId:920937340;,7200,259200,Tue Sep 24 04:37:16 PDT 2019,,,3NAPMVF0ZXPIY4FL82RDLTXPDPT729,X,Approved,Tue Sep 17 04:37:21 PDT 2019,Tue Sep 17 04:39:30 PDT 2019,Fri Sep 20 04:39:30 PDT 2019,Fri Sep 20 04:40:17 PDT 2019,,,129,100% (1/1),100% (1/1),100% (1/1),G3KoqvUpy,,
3SZYX62S5GA8AH0E0JOAUG5FP5875Q,3MCFX9UVS0URJRDU8ZV1L2829T3867,Look at a series of images and answer some multiple-choice questions (please only do this HIT once!),Read a short story and answer several multiple-choice questions (HIT takes around 3 minutes),"psychology, cognitive, science, research, yale, university, fun, thinking",$0.45 ,Tue Sep 17 04:37:16 PDT 2019,10,BatchId:3769915;OriginalHitTemplateId:920937340;,7200,259200,Tue Sep 24 04:37:16 PDT 2019,,,3QIYRE09Y4R0C4PC558OC79ALZY1ND,X,Approved,Tue Sep 17 06:38:38 PDT 2019,Tue Sep 17 07:00:13 PDT 2019,Fri Sep 20 07:00:13 PDT 2019,Fri Sep 20 07:00:17 PDT 2019,,,1295,100% (1/1),100% (1/1),100% (1/1),G3eIUMdGl,,
3SZYX62S5GA8AH0E0JOAUG5FP5875Q,3MCFX9UVS0URJRDU8ZV1L2829T3867,Look at a series of images and answer some multiple-choice questions (please only do this HIT once!),Read a short story and answer several multiple-choice questions (HIT takes around 3 minutes),"psychology, cognitive, science, research, yale, university, fun, thinking",$0.45 ,Tue Sep 17 04:37:16 PDT 2019,10,BatchId:3769915;OriginalHitTemplateId:920937340;,7200,259200,Tue Sep 24 04:37:16 PDT 2019,,,3R2PKQ87NXI5US0A1BEURR1WXALMIA,X,Approved,Tue Sep 17 04:37:20 PDT 2019,Tue Sep 17 04:47:20 PDT 2019,Fri Sep 20 04:47:20 PDT 2019,Fri Sep 20 04:48:17 PDT 2019,,,600,100% (2/2),100% (1/1),100% (1/1),G3M0RzNy0,,
3SZYX62S5GA8AH0E0JOAUG5FP5875Q,3MCFX9UVS0URJRDU8ZV1L2829T3867,Look at a series of images and answer some multiple-choice questions (please only do this HIT once!),Read a short story and answer several multiple-choice questions (HIT takes around 3 minutes),"psychology, cognitive, science, research, yale, university, fun, thinking",$0.45 ,Tue Sep 17 04:37:16 PDT 2019,10,BatchId:3769915;OriginalHitTemplateId:920937340;,7200,259200,Tue Sep 24 04:37:16 PDT 2019,,,3S4AW7T80CSRG3JAGABBXDCOSNWL4U,X,Approved,Tue Sep 17 04:58:58 PDT 2019,Tue Sep 17 05:01:20 PDT 2019,Fri Sep 20 05:01:20 PDT 2019,Fri Sep 20 05:02:17 PDT 2019,,,142,100% (4/4),100% (1/1),100% (1/1),G3eo4sd9f,,
3SZYX62S5GA8AH0E0JOAUG5FP5875Q,3MCFX9UVS0URJRDU8ZV1L2829T3867,Look at a series of images and answer some multiple-choice questions (please only do this HIT once!),Read a short story and answer several multiple-choice questions (HIT takes around 3 minutes),"psychology, cognitive, science, research, yale, university, fun, thinking",$0.45 ,Tue Sep 17 04:37:16 PDT 2019,10,BatchId:3769915;OriginalHitTemplateId:920937340;,7200,259200,Tue Sep 24 04:37:16 PDT 2019,,,3WJEQKOXA9CTSLVNW13JQ1PAMSTA1W,X,Approved,Tue Sep 17 05:50:00 PDT 2019,Tue Sep 17 07:19:27 PDT 2019,Fri Sep 20 07:19:27 PDT 2019,Fri Sep 20 07:20:17 PDT 2019,,,5367,100% (3/3),100% (1/1),100% (1/1),G3BTTLUzW,,
3P6ENY9P796HFU15KCTGA2YE8UAHIC,3MCFX9UVS0URJRDU8ZV1L2829T3867,Look at a series of images and answer some multiple-choice questions (please only do this HIT once!),Read a short story and answer several multiple-choice questions (HIT takes around 3 minutes),"psychology, cognitive, science, research, yale, university, fun, thinking",$0.45 ,Tue Sep 17 04:39:57 PDT 2019,10,BatchId:3769918;OriginalHitTemplateId:920937340;,7200,259200,Tue Sep 24 04:39:57 PDT 2019,,,304SM51WA4EY5FZ9FYIZHDWPU9JSBJ,X,Approved,Tue Sep 17 04:40:09 PDT 2019,Tue Sep 17 04:43:23 PDT 2019,Fri Sep 20 04:43:23 PDT 2019,Fri Sep 20 04:44:17 PDT 2019,,,194,100% (1/1),100% (1/1),100% (1/1),G3PJhUaKe,,
3P6ENY9P796HFU15KCTGA2YE8UAHIC,3MCFX9UVS0URJRDU8ZV1L2829T3867,Look at a series of images and answer some multiple-choice questions (please only do this HIT once!),Read a short story and answer several multiple-choice questions (HIT takes around 3 minutes),"psychology, cognitive, science, research, yale, university, fun, thinking",$0.45 ,Tue Sep 17 04:39:57 PDT 2019,10,BatchId:3769918;OriginalHitTemplateId:920937340;,7200,259200,Tue Sep 24 04:39:57 PDT 2019,,,30X31N5D640TM5UH9KI3M2CJCRYAS6,X,Approved,Tue Sep 17 04:40:08 PDT 2019,Tue Sep 17 04:50:00 PDT 2019,Fri Sep 20 04:50:00 PDT 2019,Fri Sep 20 04:50:17 PDT 2019,,,592,100% (1/1),100% (1/1),100% (1/1),G3LbIhFsC,,
3P6ENY9P796HFU15KCTGA2YE8UAHIC,3MCFX9UVS0URJRDU8ZV1L2829T3867,Look at a series of images and answer some multiple-choice questions (please only do this HIT once!),Read a short story and answer several multiple-choice questions (HIT takes around 3 minutes),"psychology, cognitive, science, research, yale, university, fun, thinking",$0.45 ,Tue Sep 17 04:39:57 PDT 2019,10,BatchId:3769918;OriginalHitTemplateId:920937340;,7200,259200,Tue Sep 24 04:39:57 PDT 2019,,,35LDD5557BEW0NQY1EZ647G9PEAKMJ,X,Approved,Tue Sep 17 04:40:08 PDT 2019,Tue Sep 17 05:08:04 PDT 2019,Fri Sep 20 05:08:04 PDT 2019,Fri Sep 20 05:08:17 PDT 2019,,,1676,100% (1/1),100% (1/1),100% (1/1),G3pxmlevd,,
3P6ENY9P796HFU15KCTGA2YE8UAHIC,3MCFX9UVS0URJRDU8ZV1L2829T3867,Look at a series of images and answer some multiple-choice questions (please only do this HIT once!),Read a short story and answer several multiple-choice questions (HIT takes around 3 minutes),"psychology, cognitive, science, research, yale, university, fun, thinking",$0.45 ,Tue Sep 17 04:39:57 PDT 2019,10,BatchId:3769918;OriginalHitTemplateId:920937340;,7200,259200,Tue Sep 24 04:39:57 PDT 2019,,,3FQ5JJ512MY2I5BYDFE6HM59U4KKNJ,X,Approved,Tue Sep 17 04:40:09 PDT 2019,Tue Sep 17 06:19:36 PDT 2019,Fri Sep 20 06:19:36 PDT 2019,Fri Sep 20 06:20:17 PDT 2019,,,5967,100% (4/4),100% (1/1),100% (1/1),G3qaGKIxx,,
3P6ENY9P796HFU15KCTGA2YE8UAHIC,3MCFX9UVS0URJRDU8ZV1L2829T3867,Look at a series of images and answer some multiple-choice questions (please only do this HIT once!),Read a short story and answer several multiple-choice questions (HIT takes around 3 minutes),"psychology, cognitive, science, research, yale, university, fun, thinking",$0.45 ,Tue Sep 17 04:39:57 PDT 2019,10,BatchId:3769918;OriginalHitTemplateId:920937340;,7200,259200,Tue Sep 24 04:39:57 PDT 2019,,,3JBT3HLQF9CXALMXTVU88QYHYSYPZ6,X,Approved,Tue Sep 17 04:40:08 PDT 2019,Tue Sep 17 05:14:59 PDT 2019,Fri Sep 20 05:14:59 PDT 2019,Fri Sep 20 05:15:17 PDT 2019,,,2091,100% (2/2),100% (1/1),100% (1/1),G3IseRj7Z,,
3P6ENY9P796HFU15KCTGA2YE8UAHIC,3MCFX9UVS0URJRDU8ZV1L2829T3867,Look at a series of images and answer some multiple-choice questions (please only do this HIT once!),Read a short story and answer several multiple-choice questions (HIT takes around 3 minutes),"psychology, cognitive, science, research, yale, university, fun, thinking",$0.45 ,Tue Sep 17 04:39:57 PDT 2019,10,BatchId:3769918;OriginalHitTemplateId:920937340;,7200,259200,Tue Sep 24 04:39:57 PDT 2019,,,3KIBXJ1WD64K0QBAEUEJWB5EKEPKOY,X,Approved,Tue Sep 17 04:40:10 PDT 2019,Tue Sep 17 04:48:47 PDT 2019,Fri Sep 20 04:48:47 PDT 2019,Fri Sep 20 04:49:17 PDT 2019,,,517,100% (1/1),100% (1/1),100% (1/1),G3CYABAIb,,
3P6ENY9P796HFU15KCTGA2YE8UAHIC,3MCFX9UVS0URJRDU8ZV1L2829T3867,Look at a series of images and answer some multiple-choice questions (please only do this HIT once!),Read a short story and answer several multiple-choice questions (HIT takes around 3 minutes),"psychology, cognitive, science, research, yale, university, fun, thinking",$0.45 ,Tue Sep 17 04:39:57 PDT 2019,10,BatchId:3769918;OriginalHitTemplateId:920937340;,7200,259200,Tue Sep 24 04:39:57 PDT 2019,,,3LPW2N6LKUCCVCA43TMMTSEL5AK5UD,X,Approved,Tue Sep 17 04:58:57 PDT 2019,Tue Sep 17 05:25:22 PDT 2019,Fri Sep 20 05:25:22 PDT 2019,Fri Sep 20 05:26:17 PDT 2019,,,1585,100% (1/1),100% (1/1),100% (1/1),G3PpMEFAG,,
3P6ENY9P796HFU15KCTGA2YE8UAHIC,3MCFX9UVS0URJRDU8ZV1L2829T3867,Look at a series of images and answer some multiple-choice questions (please only do this HIT once!),Read a short story and answer several multiple-choice questions (HIT takes around 3 minutes),"psychology, cognitive, science, research, yale, university, fun, thinking",$0.45 ,Tue Sep 17 04:39:57 PDT 2019,10,BatchId:3769918;OriginalHitTemplateId:920937340;,7200,259200,Tue Sep 24 04:39:57 PDT 2019,,,3TUI152ZZCXLF124LX05G14FQ97Q19,X,Approved,Tue Sep 17 04:40:09 PDT 2019,Tue Sep 17 05:22:23 PDT 2019,Fri Sep 20 05:22:23 PDT 2019,Fri Sep 20 05:23:17 PDT 2019,,,2534,100% (1/1),100% (1/1),100% (1/1),G3WiIgGPC,,
3P6ENY9P796HFU15KCTGA2YE8UAHIC,3MCFX9UVS0URJRDU8ZV1L2829T3867,Look at a series of images and answer some multiple-choice questions (please only do this HIT once!),Read a short story and answer several multiple-choice questions (HIT takes around 3 minutes),"psychology, cognitive, science, research, yale, university, fun, thinking",$0.45 ,Tue Sep 17 04:39:57 PDT 2019,10,BatchId:3769918;OriginalHitTemplateId:920937340;,7200,259200,Tue Sep 24 04:39:57 PDT 2019,,,3U8YCDAGXQQL8CHMPEW52WL5LH1Q06,X,Approved,Tue Sep 17 04:40:09 PDT 2019,Tue Sep 17 04:44:03 PDT 2019,Fri Sep 20 04:44:03 PDT 2019,Fri Sep 20 04:44:17 PDT 2019,,,234,100% (2/2),100% (1/1),100% (1/1),G3xpb5Zxh,,
3P6ENY9P796HFU15KCTGA2YE8UAHIC,3MCFX9UVS0URJRDU8ZV1L2829T3867,Look at a series of images and answer some multiple-choice questions (please only do this HIT once!),Read a short story and answer several multiple-choice questions (HIT takes around 3 minutes),"psychology, cognitive, science, research, yale, university, fun, thinking",$0.45 ,Tue Sep 17 04:39:57 PDT 2019,10,BatchId:3769918;OriginalHitTemplateId:920937340;,7200,259200,Tue Sep 24 04:39:57 PDT 2019,,,3WSELTNVR4CU157WYKNTW785EACATV,X,Approved,Tue Sep 17 04:40:09 PDT 2019,Tue Sep 17 04:49:58 PDT 2019,Fri Sep 20 04:49:58 PDT 2019,Fri Sep 20 04:50:17 PDT 2019,,,589,100% (1/1),100% (1/1),100% (1/1),G3tQCms9k,,
3BDORL6HKKN3RLT8O79OD32PIYOCR2,3MCFX9UVS0URJRDU8ZV1L2829T3867,Look at a series of images and answer some multiple-choice questions (please only do this HIT once!),Read a short story and answer several multiple-choice questions (HIT takes around 3 minutes),"psychology, cognitive, science, research, yale, university, fun, thinking",$0.45 ,Tue Sep 17 04:40:06 PDT 2019,10,BatchId:3769919;OriginalHitTemplateId:920937340;,7200,259200,Tue Sep 24 04:40:06 PDT 2019,,,323Q6SJS8JQZSNX996SWWPG80WUFH3,X,Approved,Tue Sep 17 06:40:33 PDT 2019,Tue Sep 17 06:48:24 PDT 2019,Fri Sep 20 06:48:24 PDT 2019,Fri Sep 20 06:49:17 PDT 2019,,,471,100% (1/1),100% (1/1),100% (1/1),G3daMU4D6,,
3BDORL6HKKN3RLT8O79OD32PIYOCR2,3MCFX9UVS0URJRDU8ZV1L2829T3867,Look at a series of images and answer some multiple-choice questions (please only do this HIT once!),Read a short story and answer several multiple-choice questions (HIT takes around 3 minutes),"psychology, cognitive, science, research, yale, university, fun, thinking",$0.45 ,Tue Sep 17 04:40:06 PDT 2019,10,BatchId:3769919;OriginalHitTemplateId:920937340;,7200,259200,Tue Sep 24 04:40:06 PDT 2019,,,32N49TQG3HS9EXBL3FN8XPWQBVSAVB,X,Approved,Tue Sep 17 04:40:21 PDT 2019,Tue Sep 17 04:43:27 PDT 2019,Fri Sep 20 04:43:27 PDT 2019,Fri Sep 20 04:44:17 PDT 2019,,,186,100% (1/1),100% (1/1),100% (1/1),G3fYRwvo7,,
3BDORL6HKKN3RLT8O79OD32PIYOCR2,3MCFX9UVS0URJRDU8ZV1L2829T3867,Look at a series of images and answer some multiple-choice questions (please only do this HIT once!),Read a short story and answer several multiple-choice questions (HIT takes around 3 minutes),"psychology, cognitive, science, research, yale, university, fun, thinking",$0.45 ,Tue Sep 17 04:40:06 PDT 2019,10,BatchId:3769919;OriginalHitTemplateId:920937340;,7200,259200,Tue Sep 24 04:40:06 PDT 2019,,,33CID5710536Y706GW6SN8KIEN0L39,X,Approved,Tue Sep 17 04:58:57 PDT 2019,Tue Sep 17 05:09:55 PDT 2019,Fri Sep 20 05:09:55 PDT 2019,Fri Sep 20 05:10:17 PDT 2019,,,658,100% (2/2),100% (1/1),100% (1/1),G3TtUKdyX,,
3BDORL6HKKN3RLT8O79OD32PIYOCR2,3MCFX9UVS0URJRDU8ZV1L2829T3867,Look at a series of images and answer some multiple-choice questions (please only do this HIT once!),Read a short story and answer several multiple-choice questions (HIT takes around 3 minutes),"psychology, cognitive, science, research, yale, university, fun, thinking",$0.45 ,Tue Sep 17 04:40:06 PDT 2019,10,BatchId:3769919;OriginalHitTemplateId:920937340;,7200,259200,Tue Sep 24 04:40:06 PDT 2019,,,36W0OB37HXO5X4O9AIM3ZHWQC1OHZT,X,Approved,Tue Sep 17 04:40:21 PDT 2019,Tue Sep 17 04:52:54 PDT 2019,Fri Sep 20 04:52:54 PDT 2019,Fri Sep 20 04:53:17 PDT 2019,,,753,100% (1/1),100% (1/1),100% (1/1),G3fn685wq,,
3BDORL6HKKN3RLT8O79OD32PIYOCR2,3MCFX9UVS0URJRDU8ZV1L2829T3867,Look at a series of images and answer some multiple-choice questions (please only do this HIT once!),Read a short story and answer several multiple-choice questions (HIT takes around 3 minutes),"psychology, cognitive, science, research, yale, university, fun, thinking",$0.45 ,Tue Sep 17 04:40:06 PDT 2019,10,BatchId:3769919;OriginalHitTemplateId:920937340;,7200,259200,Tue Sep 24 04:40:06 PDT 2019,,,37TD41K0AIJHFKRFTYEUSX27CUJSCQ,X,Approved,Tue Sep 17 04:40:22 PDT 2019,Tue Sep 17 04:44:34 PDT 2019,Fri Sep 20 04:44:34 PDT 2019,Fri Sep 20 04:45:17 PDT 2019,,,252,100% (1/1),100% (1/1),100% (1/1),G3DQThYyO,,
3BDORL6HKKN3RLT8O79OD32PIYOCR2,3MCFX9UVS0URJRDU8ZV1L2829T3867,Look at a series of images and answer some multiple-choice questions (please only do this HIT once!),Read a short story and answer several multiple-choice questions (HIT takes around 3 minutes),"psychology, cognitive, science, research, yale, university, fun, thinking",$0.45 ,Tue Sep 17 04:40:06 PDT 2019,10,BatchId:3769919;OriginalHitTemplateId:920937340;,7200,259200,Tue Sep 24 04:40:06 PDT 2019,,,3FFJ6VRIL2Y8RET3C6RWTUUJU7KI0V,X,Approved,Tue Sep 17 04:40:22 PDT 2019,Tue Sep 17 05:05:45 PDT 2019,Fri Sep 20 05:05:45 PDT 2019,Fri Sep 20 05:06:17 PDT 2019,,,1523,100% (2/2),100% (1/1),100% (1/1),G3YQJjHlu,,
3BDORL6HKKN3RLT8O79OD32PIYOCR2,3MCFX9UVS0URJRDU8ZV1L2829T3867,Look at a series of images and answer some multiple-choice questions (please only do this HIT once!),Read a short story and answer several multiple-choice questions (HIT takes around 3 minutes),"psychology, cognitive, science, research, yale, university, fun, thinking",$0.45 ,Tue Sep 17 04:40:06 PDT 2019,10,BatchId:3769919;OriginalHitTemplateId:920937340;,7200,259200,Tue Sep 24 04:40:06 PDT 2019,,,3N4BPTXIO92FDVV7AGQSVHX320DKUB,X,Approved,Tue Sep 17 04:50:16 PDT 2019,Tue Sep 17 04:52:12 PDT 2019,Fri Sep 20 04:52:12 PDT 2019,Fri Sep 20 04:52:17 PDT 2019,,,116,83% (5/6),100% (2/2),100% (1/1),G3wdblJMb,,
3BDORL6HKKN3RLT8O79OD32PIYOCR2,3MCFX9UVS0URJRDU8ZV1L2829T3867,Look at a series of images and answer some multiple-choice questions (please only do this HIT once!),Read a short story and answer several multiple-choice questions (HIT takes around 3 minutes),"psychology, cognitive, science, research, yale, university, fun, thinking",$0.45 ,Tue Sep 17 04:40:06 PDT 2019,10,BatchId:3769919;OriginalHitTemplateId:920937340;,7200,259200,Tue Sep 24 04:40:06 PDT 2019,,,3PWWM24LHT8MYIK4I7JJZTTKO9Z82X,X,Approved,Tue Sep 17 04:40:23 PDT 2019,Tue Sep 17 04:53:50 PDT 2019,Fri Sep 20 04:53:50 PDT 2019,Fri Sep 20 04:54:17 PDT 2019,,,807,100% (4/4),100% (1/1),100% (1/1),G3D99gKVq,,
3BDORL6HKKN3RLT8O79OD32PIYOCR2,3MCFX9UVS0URJRDU8ZV1L2829T3867,Look at a series of images and answer some multiple-choice questions (please only do this HIT once!),Read a short story and answer several multiple-choice questions (HIT takes around 3 minutes),"psychology, cognitive, science, research, yale, university, fun, thinking",$0.45 ,Tue Sep 17 04:40:06 PDT 2019,10,BatchId:3769919;OriginalHitTemplateId:920937340;,7200,259200,Tue Sep 24 04:40:06 PDT 2019,,,3SB4CE2TJW51IMGG3UOQLATBR60AXE,X,Approved,Tue Sep 17 04:40:22 PDT 2019,Tue Sep 17 05:57:47 PDT 2019,Fri Sep 20 05:57:47 PDT 2019,Fri Sep 20 05:58:17 PDT 2019,,,4645,100% (1/1),100% (1/1),100% (1/1),G32Jze8sM,,
